field,name,university,duration,url,language,city,country,mode,deadline,pace,tution_amount,tution_currency
Business-Studies,Master of Science in Business Analytics,The University of Texas at Dallas,2 years,null,"[""English""]",Richardson,USA,"[""Campus"",""Online""]",null,"[""Full-time""]",18276,USD
Business-Studies,Master of Science in Entrepreneurship,"Cox School of Business, Southern Methodist University",16 months,null,[],Dallas,USA,"[""Campus""]",null,"[""Part-time""]",null,null
Business-Studies,Master of Science in International Business Strategy,Linnaeus University,2 years,null,"[""English""]",Växjö,Sweden,"[""Campus""]","""17 Jan 2022""","[""Full-time""]",220000,SEK
Business-Studies,Master of Science in Business Administration,Florida Christian University,1&nbsp;-&nbsp;2 years,null,"[""Portuguese (Brazil)"",""Spanish""]",Orlando,USA,"[""Online""]",null,"[""Full-time""]",7550,USD
Business-Studies,Master of Arts in Security and Strategic Studies,American University in the Emirates,3&nbsp;-&nbsp;4 semesters,null,"[""English""]",Dubai,United Arab Emirates,"[""Campus""]",null,"[""Full-time""]",40000, AED
Business-Studies,MSc Entrepreneurship and Business Development,Leeds Beckett University,1&nbsp;-&nbsp;2 years,null,"[""English""]",Leeds,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",7500,GBP
Business-Studies,Cornell Baker Program in Real Estate (MPS-RE),"Cornell SC Johnson College of Business, Cornell University",2 years,null,"[""English""]",Ithaca,USA,"[""Campus""]","""15 Apr 2022""","[""Full-time""]",60286,USD
Business-Studies,Master Management in Big Data Management (MA),IU International University of Applied Sciences \u2013 Online,12&nbsp;-&nbsp;48 months,null,"[""English""]",Bad Honnef,Germany,"[""Online""]",null,"[""Full-time"",""Part-time""]",583,EUR
Business-Studies,"Master, Business Law",Universiapolis INTERNATIONAL UNIVERSITY OF AGADIR,null,null,"[""French (Morocco)""]",Agadir,Morocco,"[""Campus""]",null,"[""Full-time""]",null,null
Business-Studies,Master of Business Administration,The Pennsylvania State University Penn State Great Valley   School of Graduate Professional Studies,null,null,"[""English""]",Malvern,USA,"[""Campus""]",null,[],null,null
Business-Studies,PROFESSIONAL MASTER'S DEGREE IN BUSINESS ADMINISTRATION WITH AN EMPHASIS ON FINANCE,Saint Mark University for Administrative Sciences. (Universidad en Ciencias Administrativas San Marcos (USAM)),null,null,"[""Spanish""]",San José,Costa Rica,"[""Campus""]",null,[],null,null
Business-Studies,Master in business management and competitive intelligence,Grupo Tiradentes,360 hours,null,"[""Portuguese (Brazil)""]",Aracaju,Brazil,"[""Campus""]",null,"[""Full-time""]",7128,BRL
Business-Studies,Master in Export and International Business Management - the Italian Way,GEMA Business School,4&nbsp;-&nbsp;6 months,null,"[""English""]",Rome,Italy,"[""Online""]",null,"[""Full-time""]",4900,EUR
Business-Studies,MSc Project Management,GISMA ULaw,1 year,null,"[""English""]",Berlin,Germany,"[""Campus""]",null,"[""Full-time""]",17000,EUR
Business-Studies,"Master of Music in Music Production, Technology, and Innovation",Berklee College of Music Valencia Campus,null,null,"[""English""]",Valencian Community,Spain,"[""Campus""]",null,[],null,null
Business-Studies,MSc in Big Data and Business Analytics,ESCP Business School,1 year,null,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",20350,EUR
Business-Studies,MSc International Business,Queen's University Belfast,1 year,null,"[""English""]",Belfast,United Kingdom,"[""Campus""]",null,"[""Full-time""]",20500,GBP
Business-Studies,Master in Service Leadership & Innovation,Rochester Institute of Technology (RIT) Dubai,18 months,null,"[""English""]",Dubai,United Arab Emirates,"[""Campus"",""Online""]",null,"[""Part-time""]",32096,USD
Business-Studies,Master of Professional Studies in Real Estate,Georgetown University Online,2 years,null,"[""English""]",Georgetown,USA,"[""Online""]",null,"[""Part-time""]",null,null
Business-Studies,MicroMasters Program in International Business Management (Thunderbird School of Global Management),edX,24 weeks,https://www.awin1.com/cread.php?awinmid=6798&awinaffid=301267&clickref=&ued=https%3A%2F%2Fwww.edx.org%2Fmicromasters%2Fthunderbirdx-international-business-management,"[""English""]",Cambridge,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",896,USD
Business-Studies,MSc in Engineering Business Management,University of Bath School of Management,1 year,null,"[""English""]",Bath,United Kingdom,"[""Campus""]",null,"[""Full-time""]",13000,GBP
Business-Studies,INNOVATION AND DESIGN THINKING,Centre for Advanced Studies in Design of Monterrey (Centro de Estudios Superiores de Dise\u00f1o de Monterrey (CEDIM)),null,null,"[""Spanish (Mexican)""]",México,Mexico,"[""Campus""]",null,[],null,null
Business-Studies,MSc in Auditing and Consulting,ESCP Business School,1 year,null,"[""English"",""French""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",20350,EUR
Business-Studies,MSc International Business and Marketing,Aberystwyth University Business School,1 year,null,"[""English""]",Aberystwyth,United Kingdom,"[""Campus""]",null,"[""Full-time""]",15200,GBP
Business-Studies,"Master in Transport, Mobility and Innovation (EIT Urban Mobility)",KTH Royal Institute of Technology,2 years,null,"[""English""]",Stockholm,Sweden,"[""Campus""]",null,"[""Full-time""]",16000,EUR
Business-Studies,Master in International Trade and Strategic Management,"EUDE, Escuela Europea de Direcci\u00f3n De Empresas",1 year,null,"[""Spanish""]",Madrid,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Business-Studies,MA in International Business Administration,Tallinn University of Technology,2 years,null,"[""English""]",Tallinn,Estonia,"[""Campus""]",null,"[""Full-time""]",3400,EUR
Business-Studies,Online Master of Science in Digital Business,GBSB Global Business School - Online programs,9 months,https://www.global-business-school.org/info/program_description/masters-degree-programs/master-digital-business-online/?utm_source=masterstudies&utm_medium=profile&utm_campaign=portals&utm_content=msc-digital-business-online,"[""English""]",Spain Online,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",13490,EUR
Business-Studies,International Master in Audit and Business Management,Fundaci\u00f3n Universitaria Iberoamericana (FUNIBER),6&nbsp;-&nbsp;24 months,null,[],Barcelona,Spain,"[""Online""]",null,"[""Part-time""]",null,null
Business-Studies,Master Management in International Marketing (MA),IU International University of Applied Sciences \u2013 Online,12&nbsp;-&nbsp;48 months,null,"[""English""]",Bad Honnef,Germany,"[""Online""]",null,"[""Full-time"",""Part-time""]",583,EUR
Business-Studies,"MASTER OF SCIENCE, Industrial and Organizational Psychology Degree",Bellevue University College of Science and Technology,36 hours,null,"[""English""]",Bellevue,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Business-Studies,MSc in International Management and Business Development,"Glasgow Caledonian University, London (GCU London)",1&nbsp;-&nbsp;3 years,null,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",8400,GBP
Business-Studies,"Commerce, Master",Kyrgyz Economic University,0&nbsp;-&nbsp;2 years,null,"[""Russian"",""Kyrgyz""]",Bishkek,Kyrgyzstan,"[""Campus""]",null,"[""Full-time""]",null,null
Business-Studies,M.Sc. in Digital Business and Innovation,Vrije Universiteit Amsterdam,1 year,null,"[""English""]",Amsterdam,Netherlands,"[""Campus""]",null,"[""Full-time""]",1084,EUR
Business-Studies,Master in Business and Organizational Psychology,Steinbeis University Berlin - Institute of Executive Capabilities,2 years,null,"[""English""]",Berlin,Germany,"[""Campus""]",null,"[""Full-time""]",622,EUR
Business-Studies,MSc in Economics and Business Administration - Strategy and Organization,University of Southern Denmark,2 years,null,"[""English""]",Odense,Denmark,"[""Campus""]","""01 Mar 2022""","[""Full-time""]",null,null
Business-Studies,Master in Content & Media Strategy,NHL Stenden University of Applied Sciences,1 year,null,"[""English""]",Leeuwarden,Netherlands,"[""Campus""]","""15 Aug 2022""","[""Full-time""]",2143,EUR
Business-Studies,Master of Science in Entrepreneurship and Applied Technologies,H-FARM College,12&nbsp;-&nbsp;24 months,null,"[""English""]",Roncade,Italy,"[""Campus""]",null,"[""Full-time""]",21000,EUR
Business-Studies,MSc in Business Intelligence and Smart Services,"Maastricht University, School of Business and Economics",2 semesters,null,"[""English""]",Maastricht,Netherlands,"[""Campus""]",null,"[""Full-time""]",null,null
Business-Studies,Master in International Business,Korea University and Business School,null,null,"[""Korean""]",Seongbuk-gu,South Korea,"[""Campus""]",null,[],null,null
Business-Studies,MSc Global Finance,Montpellier Business School,1&nbsp;-&nbsp;2 years,null,"[""English""]",Montpellier,France,"[""Campus""]",null,"[""Full-time""]",39500,EUR
Business-Studies,Master in Digital Marketing and Electronic Commerce,EAE | Programas Distancia,12 months,null,"[""Spanish""]",Spain Online,Spain,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Part-time""]",8800,EUR
Business-Studies,Master in International Business Management,Arcada,18&nbsp;-&nbsp;36 months,null,"[""English""]",Helsinki,Finland,"[""Online & Campus Combined"",""Campus"",""Online""]","""19 Jan 2022""","[""Full-time"",""Part-time""]",11000,EUR
Business-Studies,Master of International Business (in English),Ocean University of China,2 years,null,"[""English""]",Qingdao,China,"[""Campus""]",null,"[""Full-time""]",50000,CNY
Business-Studies,MSc Management and Marketing,Leeds Beckett University,1&nbsp;-&nbsp;2 years,null,"[""English""]",Leeds,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",7500,GBP
Business-Studies,Master in Digital Marketing & E-Commerce,EAE Business School,12 months,null,"[""English""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",15000,EUR
Business-Studies,Business Management in the Agribusiness Chain - DECA,INALDE Business School,null,null,"[""Spanish (Colombia)""]",Puente Del Comun,Colombia,"[""Campus""]",null,[],null,null
Business-Studies,MSc International Business,De Vinci Higher Education Group,1 year,null,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",11500,EUR
Business-Studies,Master of Arts in Strategic Foresight,Regent University School of Global Leadership & Entrepreneurship,18 months,null,[],Virginia Beach,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Business-Studies,Master in Management and Analytics for Business,HSE University,2 years,null,"[""English""]",Saint Petersburg,Russia,"[""Campus""]","""10 Aug 2022""","[""Full-time""]",390000,RUB
Business-Studies,Master in High Technology Business Management,Samara University,2 years,null,"[""English""]",Samara,Russia,"[""Campus""]",null,"[""Full-time""]",109000,RUB
Business-Studies,MA in International Business,Cracow University of Economics,4 semesters,null,"[""English""]",Kraków,Poland,"[""Campus""]",null,"[""Full-time""]",10000,PLN
Business-Studies,Master in Analytics and Management,London Business School Dubai,null,null,"[""English""]",Dubai,United Arab Emirates,[],null,[],null,null
Business-Studies,Master in International Trade,ENAE Business School,10 months,null,"[""English""]",Murcia,Spain,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",null,null
Business-Studies,Master in Strategy and International Management (SIM),"University of St. Gallen (HSG), School of Management, Economics, Law, Social Sciences and International Affairs",3 semesters,null,"[""English""]",St. Gallen,Switzerland,"[""Campus""]",null,"[""Full-time""]",3329,CHF
Business-Studies,MSc Data Analytics,Berlin School Of Business & Innovation,18 months,null,"[""English""]",Berlin,Germany,"[""Online""]",null,"[""Full-time""]",8500,EUR
Business-Studies,MSc in Electronic Commerce,College of Engineering City University of Hong Kong,1&nbsp;-&nbsp;2 years,null,"[""English""]",Hong Kong,Hong Kong,"[""Campus""]","""31 Mar 2022""","[""Full-time"",""Part-time""]",5400,HKD
Business-Studies,SPECIALIZATION IN STRATEGIC QUALITY MANAGEMENT,Nueva Granada Military University (Universidad Militar Nueva Granada (UMNG)),null,null,"[""Spanish (Colombia)""]",Bogotá,Colombia,"[""Campus""]",null,[],null,null
Business-Studies,Master in Zero Defect Manufacture for a Circular Economy,EIT Manufacturing \u2013 Masters,2 years,null,"[""English""]",Espoo,Finland,"[""Campus""]",null,"[""Full-time""]",8000,EUR
Business-Studies,MSc Business Transformation,"Arden Study Centre, Berlin",12 months,null,"[""English""]",Berlin,Germany,"[""Campus""]",null,"[""Full-time""]",15000,EUR
Business-Studies,Master Designer in Sustainable Innovation,The Sustainable Design School,2 years,null,"[""English""]",Nice,France,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",9600,EUR
Business-Studies,MSc Business Analytics,Queen's University Belfast,1 year,null,"[""English""]",Belfast,United Kingdom,"[""Campus""]",null,"[""Full-time""]",20500,GBP
Business-Studies,Master of International Business and Entrepreneurship,Curtin University,2 years,http://curtin.edu/study-pg-business,"[""English (Australia)""]",Perth,Australia,"[""Campus""]",null,"[""Full-time""]",30401,AUD
Business-Studies,Master in Digital Marketing & E-commerce,EAE Business School,12 months,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",14500,EUR
Business-Studies,MS in Marketing Analytics,University of Maryland College Park,10&nbsp;-&nbsp;16 months,null,"[""English""]",College Park,USA,"[""Campus""]","""15 Mar 2022""","[""Full-time""]",49892,USD
Business-Studies,"Master in Agricultural Economics, Marketing & Management",ISA Lille - Graduate School of Agriculture and Bioengineering,2 years,null,"[""English""]",Lille,France,"[""Campus""]",null,"[""Full-time""]",null,null
Business-Studies,Master of Science in Data Analytics - A STEM Program,Kansas State University College of Business Administration,null,null,"[""English""]",Manhattan,USA,"[""Campus""]",null,[],null,null
Business-Studies,MSc Analytical Science for Industry,Keele University,1&nbsp;-&nbsp;3 years,null,"[""English""]",Keele,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",8500,GBP
Business-Studies,MSc Strategic Public Relations (Online),University of Stirling,30 months,null,"[""English""]",Stirling,United Kingdom,"[""Online""]",null,"[""Part-time""]",7000,GBP
Business-Studies,MSc Project Management,"Arden Study Centre, Berlin",12&nbsp;-&nbsp;24 months,null,"[""English""]",Berlin,Germany,"[""Campus""]",null,"[""Full-time"",""Part-time""]",15000,EUR
Business-Studies,"MASTER OF SCIENCE, Acquisition and Contract Management Degree",Bellevue University College of Business,36 hours,null,"[""English""]",Bellevue,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Business-Studies,Master in Internet Business (MIB),"EUDE, Escuela Europea de Direcci\u00f3n De Empresas",1 year,null,"[""Spanish""]",Madrid,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Business-Studies,Master of Business Administration (MA / M.Sc.),HFH Fernhochschule,null,null,"[""German""]",Hamburg,Germany,[],null,[],null,null
Business-Studies,MSc in Business Studies (Interdisciplinary Business Professional),"Hanze University of Applied Sciences - Groningen, the Netherlands",1 year,null,"[""English""]",Groningen,Netherlands,"[""Campus""]",null,"[""Full-time""]",2060,EUR
Business-Studies,Master in Business Management,"INSA Business, Marketing & Communication School",1 year,null,"[""English""]",Barcelona,Spain,"[""Campus""]",null,"[""Part-time""]",5200,EUR
Business-Studies,Master Degree in International Business Administration with Specialization in Leadership and Change,American University in Switzerland,24 months,null,"[""English""]",La Tour-de-Peilz,Switzerland,"[""Campus""]",null,"[""Full-time""]",15000,CHF
Business-Studies,Master in Image Consulting and Political Consulting,Universidad Camilo Jos\u00e9 Cela,9 months,null,"[""Spanish""]",Madrid,Spain,"[""Campus"",""Online""]","""15 Oct 2022""","[""Full-time"",""Part-time""]",8900,EUR
Business-Studies,Master in Customer Service and Support,American University (Universidad Americana (UAM)),null,null,"[""Spanish""]",Panama City,Panama,"[""Campus""]",null,[],null,null
Business-Studies,International Master in Rural Development (IMRD),Agrocampus Ouest,0&nbsp;-&nbsp;4 semesters,null,"[""French"",""English""]",Rennes,France,"[""Campus""]",null,"[""Full-time""]",null,null
Business-Studies,Masters of Business Leadership in Internet Marketing,Mulungushi - ECAMPUS,18 months,null,"[""English""]",Central Province,Zambia,"[""Online""]",null,"[""Full-time""]",300,USD
Business-Studies,Master of Arts in Social Sciences Agri-Food Business Management,Estonian University of Life Sciences,2 years,null,"[""English""]",Tartu,Estonia,"[""Campus""]",null,"[""Full-time""]",2520,EUR
Business-Studies,M.Sc. Finance & Management,University of Europe for Applied Sciences,2&nbsp;-&nbsp;4 semesters,null,"[""English""]",Berlin,Germany,"[""Campus""]",null,"[""Full-time""]",13000,EUR
Business-Studies,Master of Science (MSc) International business 4.0: Specialisation Luxury Marketing and Fashion Management,ESSCA School of Management - Online Programs,1 year,https://esscaonlinecampus.edu.eu/,"[""English""]",Paris,France,"[""Online""]","""11 Jul 2022""","[""Part-time""]",13500,EUR
Business-Studies,Master's Degree in Business Management (Lugo Campus),Universidade Santiago de Compostela,1&nbsp;-&nbsp;2 years,null,"[""Spanish"",""Gallegan""]",Lugo,Spain,"[""Campus""]",null,"[""Full-time"",""Part-time""]",854,EUR
Business-Studies,MBA Data Science & Business Intelligence,Euripides University Centre of Marilia (Centro Universitario Eur\u00edpides de Mar\u00edlia (UNIVEM)),null,null,"[""Portuguese (Brazil)""]",Mirante do Paranapanema,Brazil,"[""Campus""]",null,[],null,null
Business-Studies,Master of Strategic Supply Chain Management (Extension),University of Technology Sydney,2&nbsp;-&nbsp;4 years,null,"[""English""]",Sydney,Australia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Business-Studies,Master in International Trade,Alva Edison University (Universidad Alva Edison),null,null,"[""Spanish (Mexican)""]",Puebla City,Mexico,"[""Campus""]",null,[],null,null
Business-Studies,MSc in Entrepreneurship,Falmouth University,1 year,null,"[""English""]",Penryn,United Kingdom,"[""Campus""]",null,"[""Full-time""]",8500,GBP
Business-Studies,Master of Science with pathways in International Hospitality Management/Digital Value Creation/Hospitality and Design Management (Swiss Hotel Management School),Swiss Education Group (SEG),1 year,null,"[""English""]",Leysin,Switzerland,"[""Campus""]",null,"[""Full-time""]",42700,CHF
Business-Studies,MSc Data Science for Business,University of Stirling,12 months,null,"[""English""]",Stirling,United Kingdom,"[""Campus""]",null,"[""Full-time""]",7000,GBP
Business-Studies,Business Administration mention in Management,International University of the Americas (Universidad Internacional de   las Am\u00e9ricas (UIA)),null,null,"[""Spanish""]",Heredia,Costa Rica,"[""Campus""]",null,[],null,null
Business-Studies,Master of Business and Science - Engineering Management Concentration,Rutgers University Professional Science Master's Program,18&nbsp;-&nbsp;48 months,null,"[""English""]",Piscataway Township,USA,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",1015,USD
Business-Studies,Master of Science in Management & Entrepreneurship,Leuphana University Luneburg,4 semesters,https://www.leuphana.de/en/graduate-school/master/course-offerings/management-entrepreneurship.html,"[""English"",""German""]",Lüneburg,Germany,"[""Campus""]",null,"[""Full-time""]",null,null
Business-Studies,Master of Science in Real Estate (MSRE),Fordham University,1 year,null,"[""English""]",New York,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",1385,USD
Business-Studies,Master of Science in Business Analytics (MSBA),Golden Gate University,4&nbsp;-&nbsp;5 semesters,https://www.ggu.edu/media/shared/documents/marketing/collateral/ggu-international.pdf,"[""English""]",San Francisco,USA,"[""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",39240,USD
Business-Studies,Master of Science in Big Data and Business Analytics,SRH University Heidelberg,2 years,null,"[""English""]",Heidelberg,Germany,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",790,EUR
Business-Studies,"Master of Science in International Design Business Management - MSc in Technology (CHEM, ELEC, ENG, SCI)",Aalto University,2 years,null,"[""English""]",Espoo,Finland,"[""Campus""]",null,"[""Full-time""]",15000,EUR
Business-Studies,Master of Science in Business Analytics,St. Bonaventure University,null,null,"[""English""]",Saint Bonaventure,USA,"[""Campus""]",null,[],null,null
Business-Studies,"Technology and entrepreneurship, Master",Karelian State Pedagogical University,5&nbsp;-&nbsp;6 years,null,"[""Russian""]",Petrozavodsk,Russia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Business-Studies,Master in Electronic Business Management,Mykolas Romeris University,3 semesters,null,"[""English""]",Vilnius,Lithuania,"[""Campus""]",null,"[""Full-time""]",3988,EUR
Business-Studies,Corporate Management: International Standards and Innovation Technology,International University in Moscow IUM,2 semesters,null,[],Moscow,Russia,"[""Campus""]",null,"[""Part-time""]",150000,RUB
Business-Studies,MSc Sustainability and Adaptation in the Built Environment,Centre for Alternative Technology,1&nbsp;-&nbsp;2 years,null,"[""English""]",Machynlleth,United Kingdom,"[""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",6250,GBP
Business-Studies,Master of Science in Business Management,Royal Agricultural University,12&nbsp;-&nbsp;48 months,null,"[""English""]",Cirencester,United Kingdom,"[""Campus""]",null,"[""Full-time""]",11550,GBP
Business-Studies,Master of Business Administration,Amity Global Business School,null,null,"[""English""]",Singapore,Singapore,"[""Campus""]",null,[],null,null
Business-Studies,Master in Strategic Management,Fundaci\u00f3n Universitaria Iberoamericana (FUNIBER),6&nbsp;-&nbsp;24 months,null,[],Barcelona,Spain,"[""Online""]",null,"[""Part-time""]",null,null
Business-Studies,Master of Arts in Business Management,International Black Sea University,2 years,null,"[""English""]",Tbilisi,Georgia,"[""Campus""]",null,"[""Full-time""]",3000,USD
Business-Studies,MA in Innovation and Entrepreneurship (MAIE),Berlin School Of Business & Innovation,2 years,null,"[""English""]",Berlin,Germany,"[""Campus""]",null,"[""Full-time""]",15000,EUR
Business-Studies,"Master, STRATEGIC MANAGEMENT AND BUSINESS COMPETITIVENESS",State Academic University for the Humanities,0&nbsp;-&nbsp;2 years,null,"[""Russian""]",Moscow,Russia,"[""Campus""]",null,"[""Full-time""]",null,null
Business-Studies,MSc in Strategy & Consulting,emlyon business school,18 months,null,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",24900,EUR
Business-Studies,MSc in International Strategic Management,Lund University,1 year,null,"[""English""]",Lund,Sweden,"[""Campus""]",null,"[""Full-time""]",null,null
Business-Studies,"MSc in Law, Digital Innovation and Sustainability",Luiss Guido Carli,2 years,null,"[""English""]",Rome,Italy,"[""Campus""]","""31 May 2022""","[""Full-time""]",12600,EUR
Business-Studies,Master of International Business,Curtin University,3 semesters,null,"[""English (Australia)""]",Moka,Mauritius,"[""Campus""]",null,"[""Full-time"",""Part-time""]",30600,AUD
Business-Studies,Master in Management Information Systems,Eurasia International University,2 years,null,"[""English""]",Yerevan,Armenia,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",2600,USD
Business-Studies,Master in Training and Sports Performance,Universidad de Leon,1 year,null,"[""Spanish""]",León,Spain,"[""Campus""]",null,"[""Full-time""]",3050,EUR
Business-Studies,M.S. Marketing Research and Analysis,Texas State University,2 years,null,"[""English""]",San Marcos,USA,"[""Campus""]",null,"[""Full-time""]",767,USD
Business-Studies,Master in Innovation and Entrepreneurship,OBS Business School,12 months,null,"[""Spanish""]",Barcelona,Spain,"[""Online""]",null,"[""Full-time""]",7500,EUR
Business-Studies,MA International Business,Regent\u2019s University London,12&nbsp;-&nbsp;16 months,null,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time""]",18000,GBP
Business-Studies,Master of Science in Business Process Control and Supply Chain Management - Specialization: Frontiers in Logistics and Supply Chain Management,Linnaeus University,2 years,null,"[""English""]",Växjö,Sweden,"[""Campus""]","""17 Jan 2022""","[""Full-time""]",269400,SEK
Business-Studies,Master in Strategic Management,United International Business Schools,9&nbsp;-&nbsp;36 months,http://events.uibs.org/category/upcoming-webinars/,"[""English""]",Zürich,Switzerland,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",11700,EUR
Business-Studies,MSc Entrepreneurship and Innovation,Royal Holloway University of London,1 year,https://www.royalholloway.ac.uk/studying-here/postgraduate/business-and-management/entrepreneurship-and-innovation/,"[""English""]",Egham,United Kingdom,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",22000,GBP
Business-Studies,Master in International Business in China (MIBC),Universit\u00e0 LUM - School of Management,1500 hours,null,"[""English""]",Milan,Italy,"[""Campus""]",null,"[""Full-time""]",12900,EUR
Business-Studies,MSc in International Business and Sustainability for Game-Changers,King Stage,12&nbsp;-&nbsp;18 months,null,"[""English""]",London,United Kingdom,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",8500,GBP
Business-Studies,Master Innovation et Entrepreneuriat - Work-Study/Apprenticeship Contract,EDC Paris Business School,5 years,null,"[""French""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",9660,EUR
Business-Studies,Master in International Business - Full-time,EDC Paris Business School,5 years,null,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",9660,EUR
Business-Studies,Master in Marketing and Digital Business,ESDES Lyon Business School,2 years,null,"[""English""]",Lyon,France,"[""Campus""]",null,"[""Full-time""]",10690,EUR
Business-Studies,Master Degree in Sales Management and Digital Marketing,Universidad Nebrija,1 year,null,"[""Spanish""]",Madrid,Spain,"[""Campus""]",null,"[""Full-time"",""Part-time""]",10195,EUR
Business-Studies,Extended MSc International Business with Data Analytics,"Ulster University, London & Birmingham Campuses",15 months,null,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time""]",6500,GBP
Business-Studies,"MA in Business, Language and Culture (negot)",University of Southern Denmark,2 years,null,"[""English""]",Odense,Denmark,"[""Campus""]","""01 Mar 2022""","[""Full-time""]",null,null
Business-Studies,MSc in Data Management & Business Analytics,EDHEC Business School - Online Programs,18&nbsp;-&nbsp;24 months,null,"[""English""]",Lille,France,"[""Online""]",null,"[""Part-time""]",21750,EUR
Business-Studies,Master in Business Analytics and Big Data — MiBA,Saint Petersburg University,2 years,null,"[""English""]",Saint Petersburg,Russia,"[""Campus""]","""28 Feb 2022""","[""Full-time""]",533600,RUB
Business-Studies,Master of Arts Real Estate Management,EBZ Business School University of Applied Sciences,null,null,"[""German""]",Bochum,Germany,"[""Campus""]",null,[],null,null
Business-Studies,Master of Science in International Commerce & Digital Marketing,ESC Clermont Business School,3 semesters,null,"[""English""]",Clermont-Ferrand,France,"[""Campus""]",null,"[""Full-time""]",11500,EUR
Business-Studies,M.S. International Management,San Diego Global Knowledge University,null,null,"[""English""]",San Diego,USA,"[""Campus""]",null,[],null,null
Business-Studies,SPECIALIZATION IN PEDAGOGICAL INNOVATION,Juan de Castellanos University Foundation (Fundaci\u00f3n Universitaria Juan de Castellanos JDC) Colombia,null,null,"[""Spanish (Colombia)""]",Boyacá,Colombia,"[""Campus""]",null,[],null,null
Business-Studies,Master in Startup Creation,European University Miguel De Cervantes,null,null,"[""Spanish (Spain)""]",Valladolid,Spain,"[""Campus""]",null,[],null,null
Business-Studies,MS in Business Analytics,Gies College of Business at the University of Illinois Urbana-Champaign,1 year,null,"[""English""]",Champaign,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Business-Studies,MSc in Entrepreneurship & Innovative Business Models,Montpellier Business School,1&nbsp;-&nbsp;2 years,null,"[""English""]",Montpellier,France,"[""Campus""]",null,"[""Full-time""]",39500,EUR
Business-Studies,Dual Master's Program in International Marketing in a Digital Environment |International Marketing & Sales Management /,IQS \u2013 Universitat Ramon Llull,1 year,null,"[""English""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",14400,EUR
Business-Studies,Master of Business Administration- Maple Grove Program,"G. R. Herberger College of Business, Saint Cloud State University",26 months,null,[],St. Cloud,USA,"[""Campus""]",null,[],null,null
Business-Studies,Master in Digital Tourism Marketing and Innovation,IMF Smart Education,12 months,null,"[""Spanish""]",Madrid,Spain,"[""Online""]",null,"[""Part-time""]",9100,EUR
Business-Studies,Intercultural Studies for Business,Instituto Superior de Contabilidade e Administra\u00e7\u00e3o do Porto,null,null,"[""English""]",Porto,Portugal,"[""Campus""]",null,[],null,null
Business-Studies,MASM Accredited Online Master: Sales Management [Last 3 places available],Life Learning,null,null,"[""Italian""]",Milan,Italy,"[""Online""]",null,"[""Full-time"",""Part-time""]",249,EUR
Business-Studies,Master in Business Management and Human Resources,"Catholic University of Culiacan (Universidad Cat\u00f3lica de Culiac\u00e1n, A.C. (UCC)",null,null,"[""Spanish (Mexican)""]",Culiacán,Mexico,"[""Campus""]",null,[],null,null
