field,name,university,duration,url,language,city,country,mode,deadline,pace,tution_amount,tution_currency
Administration-Studies,MA in Human Resources Counseling,University of P\u00e9cs,2 years,https://apply.pte.hu/enter/86,"[""English""]",Pécs,Hungary,"[""Campus""]",null,"[""Full-time""]",2350,EUR
Administration-Studies,Master of Public Administration and Policy,American University Online,24 months,null,"[""English""]",Washington,USA,"[""Online""]",null,"[""Part-time""]",null,null
Administration-Studies,MPA - Master of Public Administration,Unicaf University (ZM),1&nbsp;-&nbsp;3 years,null,"[""English""]",Lusaka,Zambia,"[""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Administration-Studies,MSc in Operations Management,Heriot-Watt University Dubai,1&nbsp;-&nbsp;2 years,null,"[""English""]",Academic City,United Arab Emirates,"[""Campus""]",null,"[""Part-time""]",78750, AED
Administration-Studies,MSc Human Resource Management and Industrial Relations,Alliance Manchester Business School - The University of Manchester,12 months,null,"[""English""]",Manchester,United Kingdom,"[""Campus""]",null,"[""Full-time""]",24000,GBP
Administration-Studies,MSc Logistics & Supply Chain,Sheffield Hallam University,12&nbsp;-&nbsp;16 months,null,"[""English""]",Sheffield,United Kingdom,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",8745,GBP
Administration-Studies,Executive Master in Personnel Administration and Human Resource Management,w.academy,null,null,"[""Italian""]",Ancona,Italy,"[""Campus""]",null,"[""Full-time""]",null,null
Administration-Studies,Master in Human Development,University College of Cundinamarca (Universidad Colegio Mayor de Cundinamarca),null,null,"[""Spanish (Colombia)""]",Bogotá,Colombia,"[""Campus""]",null,[],null,null
Administration-Studies,PROFESSIONAL MASTER'S DEGREE IN BUSINESS ADMINISTRATION WITH AN EMPHASIS ON HUMAN RESOURCES,Saint Mark University for Administrative Sciences. (Universidad en Ciencias Administrativas San Marcos (USAM)),null,null,"[""Spanish""]",San José,Costa Rica,"[""Campus""]",null,[],null,null
Administration-Studies,Master of Administration Human Resources,Universidad Autonoma Del Estado De Mexico,null,null,"[""Spanish (Mexican)""]",El Tejocote,Mexico,"[""Campus""]",null,[],null,null
Administration-Studies,MPA: Fiscal Management,Norwich University Online,18 months,null,"[""English""]",Northfield,USA,"[""Online""]",null,"[""Part-time""]",null,null
Administration-Studies,Master in Human Resources Management and Talent Management,OBS Business School,12 months,null,"[""Spanish""]",Barcelona,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",7500,EUR
Administration-Studies,Research Master in Public Administration and Organisational Science,Erasmus University Rotterdam - Erasmus School of Social and Behavioural Sciences,2 years,null,"[""English""]",Rotterdam,Netherlands,"[""Campus""]","""01 Apr 2022""","[""Full-time""]",12300,EUR
Administration-Studies,Master of Science in Human Resources,The University of Scranton Online,26 months,null,"[""English""]",Scranton,USA,"[""Online""]",null,"[""Part-time""]",null,null
Administration-Studies,MSc Operations and Supply Chain Management,University of Plymouth,1 year,null,"[""English""]",Plymouth,United Kingdom,"[""Campus""]",null,"[""Full-time""]",15700,GBP
Administration-Studies,MASTER'S DEGREE IN PUBLIC AFFAIRS WITH A SPECIALIZATION IN ADMINISTRATION OF THE ARTS,Universidad del Gurabo,null,null,"[""Spanish""]",Gurabo,Puerto Rico,"[""Campus""]",null,[],null,null
Administration-Studies,Global Master in Supply Chain Management & Logistics,EAE Business School,12 months,null,"[""Spanish""]",Barcelona,Spain,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",12500,EUR
Administration-Studies,"MSc in Operations, Project and Supply Chain Management",Alliance Manchester Business School - The University of Manchester,12 months,null,"[""English""]",Manchester,United Kingdom,"[""Campus""]",null,"[""Full-time""]",24000,GBP
Administration-Studies,Master of Arts in Nonprofit Management and Leadership,The Hebrew University of Jerusalem,1 year,https://bit.ly/3CLUQyS,"[""English""]",Jerusalem,Israel,"[""Campus""]",null,"[""Full-time""]",10550,USD
Administration-Studies,Master's Degree in Human Resources Management,Aucal Business School,12 months,null,"[""Spanish""]",Getafe,Spain,"[""Online""]",null,"[""Part-time""]",null,null
Administration-Studies,MSc Logistics and Supply Chain Management,Muscat University,1&nbsp;-&nbsp;2 years,null,"[""English""]",Muscat,Oman,"[""Campus""]",null,"[""Full-time"",""Part-time""]",8200,OMR
Administration-Studies,Master in Logistics Management,Admiral Padilla Naval Academy of Cadets  (Escuela Naval de Cadetes Almirante Padilla ENAP),null,null,"[""Spanish (Colombia)""]",Cartagena,Colombia,"[""Campus""]",null,[],null,null
Administration-Studies,Master of Public Administration,Andrew Jackson University,null,null,[],Birmingham,USA,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",8162,USD
Administration-Studies,MSc Sustainable Maritime Operations (top-up),MLA College,12 months,null,"[""English""]",Plymouth,United Kingdom,"[""Online""]",null,"[""Part-time""]",4450,GBP
Administration-Studies,Qualifi Level 7 Diploma in Human Resource Management,Severn Business College,null,null,"[""English""]",Leytonstone,United Kingdom,[],null,[],null,null
Administration-Studies,Master of Science in Learning & Talent Development (MS-LTD),Midland University,null,null,"[""English""]",Fremont,USA,"[""Campus""]",null,[],null,null
Administration-Studies,MSc in Operations Excellence,Cranfield University,2 years,null,"[""English""]",Cranfield,United Kingdom,"[""Campus""]",null,"[""Part-time""]",21500,GBP
Administration-Studies,MSc in Logistics and Supply Chain Management (Executive),Cranfield School of Management,26 months,null,"[""English""]",Cranfield,United Kingdom,"[""Campus""]",null,"[""Part-time""]",19000,GBP
Administration-Studies,Master in Management and Human Resources Management,IMF Smart Education,12 months,null,"[""Spanish""]",Madrid,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",9100,EUR
Administration-Studies,MPA: Nonprofit Management,Norwich University Online,18 months,null,"[""English""]",Northfield,USA,"[""Online""]",null,"[""Part-time""]",null,null
Administration-Studies,Master in Integrated Logistics and Supply Chain (Online),Barcelona Executive Business School (BEBS),12 months,null,"[""English""]",Barcelona,Spain,"[""Online""]",null,"[""Full-time""]",4800,EUR
Administration-Studies,"International Master in Digital Supply Chain Management – Operations, Procurement and Logistics",MIP Politecnico di Milano School of Management,12 months,null,"[""English""]",Milan,Italy,"[""Campus""]","""30 Jun 2022""","[""Full-time""]",18500,EUR
Administration-Studies,MSc Human Resource Management,Queen's University Belfast,1&nbsp;-&nbsp;2 years,null,"[""English""]",Belfast,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",20500,GBP
Administration-Studies,Master in Human Resource Management,Universidad Europea,9 months,null,"[""Spanish""]",Valencian Community,Spain,"[""Campus""]",null,"[""Full-time""]",null,null
Administration-Studies,MSc in Sustainable Energy Logistics,Molde University College,2 years,null,"[""English""]",Molde,Norway,"[""Campus""]",null,"[""Full-time""]",745,NOK
Administration-Studies,MSc in Logistics and Supply Chain Management - 10 Months,London School of Business And Research,10 months,null,"[""English""]",London,United Kingdom,"[""Online""]",null,"[""Full-time"",""Part-time""]",6500,GBP
Administration-Studies,Master in Supply Chain Management & Logistics,EAE Business School,12 months,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",15000,EUR
Administration-Studies,Master of Public Administration (MPA) specialization in Non-Profit,Barry University School of Professional and Career Education,null,null,"[""English""]",Melbourne,USA,"[""Campus""]",null,[],null,null
Administration-Studies,"Master of Maritime Business Administration and Logistics, MMAL",Texas A&M University at Galveston,null,null,"[""English""]",Galveston,USA,[],null,[],null,null
Administration-Studies,Master in Administration,Aztec University Centre,null,null,"[""Spanish (Mexican)""]",Guadalajara,Mexico,"[""Campus""]",null,[],null,null
Administration-Studies,Global Logistics and Supply Chain Management Master's Degree,Athens State University,null,null,[],Athens,USA,[],null,[],null,null
Administration-Studies,Master of Human Resources Management,GADE Business School,null,null,"[""Spanish (Spain)""]",Madrid,Spain,"[""Campus""]",null,[],null,null
Administration-Studies,MSc Human Resource Management,University of Sussex Business School,1 year,null,"[""English""]",Brighton,United Kingdom,"[""Campus""]",null,"[""Full-time""]",12450,GBP
Administration-Studies,Master in Public Administration,World Citi Colleges,null,null,"[""English""]",Quezon City,Philippines,"[""Campus""]",null,[],null,null
Administration-Studies,Master in Human Resources Management,Autonomous University of La Laguna,null,null,"[""Spanish (Mexican)""]",México,Mexico,"[""Campus""]",null,[],null,null
Administration-Studies,MSc in Economics: Economics and Organization of Enterprises,Warsaw University of Life Sciences - SGGW (WULS-SGGW),4 semesters,null,"[""English""]",Warsaw,Poland,"[""Campus""]",null,"[""Full-time""]",2200,EUR
Administration-Studies,Master of Business Management (MBM) in Human Resource Management,Wittenborg University of Applied Sciences,18 months,null,"[""English""]",Apeldoorn,Netherlands,"[""Campus""]",null,"[""Full-time""]",14300,EUR
Administration-Studies,Specialization in Logistics and International physical distribution,Comfenalco Technological University Foundation (Fundaci\u00f3n Universitaria Tecnol\u00f3gico Comfenalco),null,null,"[""Spanish (Colombia)""]",Cartagena,Colombia,"[""Campus""]",null,[],null,null
Administration-Studies,Master in Public Policy,University of New Hampshire,16 months,null,"[""English""]",Durham,USA,"[""Campus""]","""16 Aug 2022""","[""Full-time""]",34600,USD
Administration-Studies,Master of Public Administration (MPA),Barry University School of Professional and Career Education,null,null,"[""English""]",Melbourne,USA,"[""Campus""]",null,[],null,null
Administration-Studies,MSc Human Resource Management & Consulting,University of Bath,1 year,null,"[""English""]",Claverton Down,United Kingdom,"[""Campus""]",null,"[""Full-time""]",14500,GBP
Administration-Studies,MSc communication and industrial psychology,AIHE Academic Institute for Higher Education GmbH,3 semesters,null,"[""German""]",Lübeck,Germany,"[""Online""]","""15 Jan 2022""","[""Full-time"",""Part-time""]",15423,EUR
Administration-Studies,MSc Human Resource Management,Hull University Business School,12 months,null,[],Hull,United Kingdom,"[""Campus""]",null,"[""Full-time""]",null,null
Administration-Studies,Master in Transport and Logistics,Malaysia University of Science and Technology,18 months,null,"[""English""]",Petaling Jaya,Malaysia,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time""]",null,null
Administration-Studies,Master in Human Resource & Talent Development,EAE Business School,12 months,null,"[""English""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",16000,EUR
Administration-Studies,Master of Science in Human Resource Management and Organisational Behaviour (MScHRMOB),Lingnan University,1 year,null,"[""English""]",Tuen Mun,Hong Kong,"[""Campus""]",null,"[""Full-time""]",103000,HKD
Administration-Studies,Masters in HR Management,Stratford College Of Business Management,6 months,null,"[""English""]",Telford,United Kingdom,"[""Campus"",""Online""]",null,"[""Full-time""]",6000,GBP
Administration-Studies,"MSc in International Shipping, Finance and Management",Athens University of Economics & Business,12&nbsp;-&nbsp;24 months,null,"[""English""]",Athens,Greece,"[""Campus""]",null,"[""Full-time"",""Part-time""]",7600,EUR
Administration-Studies,Master of Public Administration Online,University of Southern California USC Sol Price School of Public Policy,null,null,"[""English""]",Los Angeles,USA,[],null,[],null,null
Administration-Studies,Master Supply Chain And Lean management (SCALE),IMT Mines Albi,12 months,null,"[""English""]",Toulouse,France,"[""Campus""]",null,"[""Full-time""]",18500,EUR
Administration-Studies,Master (Blended Learning) of Evaluation (MABLE),Technische Universit\u00e4t Kaiserslautern,2 years,null,"[""English""]",Kaiserslautern,Germany,"[""Online & Campus Combined"",""Campus"",""Online""]","""15 Jul 2022""","[""Part-time""]",1500,EUR
Administration-Studies,MA in international cooperation and management of NGO  &#39;s,Campus Stellae Instituto Europeo,6&nbsp;-&nbsp;12 months,null,[],Santiago de Compostela,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",3000,EUR
Administration-Studies,Master of Public Administration,Australian National University - College Of Asia & The Pacific,2 years,null,"[""English""]",Canberra,Australia,"[""Campus""]",null,"[""Full-time""]",30096,AUD
Administration-Studies,Master in Human Resources Management and Organizational Consulting,ISCTE Business School \u2013 Instituto Universit\u00e1rio de Lisboa,2 years,null,"[""English""]",Lisbon,Portugal,"[""Campus""]",null,"[""Full-time""]",6850,EUR
Administration-Studies,MASTER IN HUMAN RESOURCES BUSINESS PARTNER,Catholic University Centre of Santa Catarina (Centro Universit\u00e1rio Cat\u00f3lica de Santa Catarina),null,null,"[""Portuguese (Brazil)""]",State of Santa Catarina,Brazil,"[""Campus""]",null,[],null,null
Administration-Studies,Master in Human Talent Management,Fidelitas University,null,null,"[""Spanish""]",San Pedro,Costa Rica,"[""Campus""]",null,[],null,null
Administration-Studies,Master of Public Administration,University of Colorado Denver School of Public Affairs,null,null,"[""English""]",Denver,USA,"[""Online & Campus Combined"",""Campus"",""Online""]",null,[],null,null
Administration-Studies,Human Resource Development (M.A.),Bowie State University,null,null,"[""English""]",Bowie,USA,[],null,[],null,null
Administration-Studies,Master in Logistics and Supply Chain Management,Instituto Europeo de Posgrado - Colombia,14 months,null,"[""Spanish""]",Madrid,Spain,"[""Online""]",null,"[""Part-time""]",20952750,COP
Administration-Studies,Masters of Business Administration degree,Singapore Business School,null,null,"[""English""]",Singapore,Singapore,"[""Online""]",null,[],null,null
Administration-Studies,Master in Human Resources Digitization,Universidad de Granada,1500 hours,null,"[""Spanish"",""English""]",Granada,Spain,"[""Campus""]",null,[],2617,EUR
Administration-Studies,Master of Public Administration,Southern University Baton Rouge Nelson Mandela College of Government and Social Sciences,null,null,"[""English""]",Baton Rouge,USA,"[""Campus""]",null,[],null,null
Administration-Studies,Executive Master in Personnel Management,MELIUSform Business School,7 months,https://www.meliusform.it/percorsi-formativi/master-in-direzione-del-personale/programma/roma,"[""Italian""]",Rome,Italy,"[""Campus"",""Online""]",null,"[""Part-time""]",3990,EUR
Administration-Studies,MS Human Resource Management,"Krannert School of Management, Purdue University",18 months,null,"[""English""]",West Lafayette,USA,"[""Campus""]","""15 Jan 2022""","[""Full-time""]",33612,USD
Administration-Studies,MSc International Human Resource Management,University of Essex Online,2 years,null,"[""English""]",UK Online,United Kingdom,"[""Online""]",null,"[""Part-time""]",11570,GBP
Administration-Studies,Master of Nonprofit Administration,University of San Francisco - School of Management,12&nbsp;-&nbsp;24 months,null,"[""English""]",San Francisco,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",42120,USD
Administration-Studies,University of Leicester MSc in Human Resource Management and Training,Stafford,24 months,null,"[""English""]",Dubai,United Arab Emirates,"[""Online""]",null,"[""Full-time"",""Part-time""]",9285,GBP
Administration-Studies,MSc Human Resource Management,"Birmingham Business School, University of Birmingham",1 year,null,"[""English""]",Birmingham,United Kingdom,"[""Campus""]","""01 Jul 2022""","[""Full-time""]",15210,GBP
Administration-Studies,Master of Science in Administrative Studies,Missouri State University,4 semesters,null,"[""English""]",Springfield,USA,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",8250,USD
Administration-Studies,Master in Human Resource & Talent Development,EAE Business School,12 months,null,"[""English""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",16000,EUR
Administration-Studies,Master of Science in Operations Research,Columbia Video Network - The Fu Foundation School Of Engineering And Applied Science,null,null,"[""English""]",New York,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Administration-Studies,MPA Public Affairs & Administration,Metropolitan College of New York School for Public Affairs and Administration,null,null,"[""English""]",New York,USA,"[""Campus""]",null,[],null,null
Administration-Studies,Master in International Logistics Management,WSB University in Gdansk,null,null,"[""English""]",Gdańsk,Poland,"[""Campus""]",null,"[""Full-time""]",null,null
Administration-Studies,MPA: Public Administration Leadership and Crisis Management,Norwich University Online,18 months,null,"[""English""]",Northfield,USA,"[""Online""]",null,"[""Part-time""]",null,null
Administration-Studies,Master's Degree in Human Resources Management (MGRH),Universidad de San Mart\u00edn de Porres,4 semesters,null,"[""Spanish""]",Santa Anita,Peru,"[""Campus""]",null,"[""Full-time""]",24960,PEN
Administration-Studies,Master in New Media and Communication Administration,Ming Chuan University,2 years,null,"[""English""]",Saginaw,USA,"[""Campus""]",null,"[""Full-time""]",570,USD
Administration-Studies,"MSc Operations, Logistics and Supply Chain Management",University of Bath,1 year,null,"[""English""]",Claverton Down,United Kingdom,"[""Campus""]",null,"[""Full-time""]",14500,GBP
Administration-Studies,"Logistics, Data Analytics and Supply Chain Management MSc",University of Bradford,12&nbsp;-&nbsp;15 months,null,"[""English""]",Bradford,United Kingdom,"[""Campus""]",null,"[""Full-time""]",11050,GBP
Administration-Studies,Master of Public Safety Leadership and Administration,Arizona State University,4 semesters,null,"[""English""]",Central City,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",1400,USD
Administration-Studies,MSc in Human Resource Management,University College Cork,1&nbsp;-&nbsp;2 years,https://www.ucc.ie/en/buslaw/,"[""English""]",Cork,Ireland,"[""Campus""]",null,"[""Full-time"",""Part-time""]",18700,EUR
Administration-Studies,Master's Degree in Management and Human Resources Management,UDIMA - Universidad a Distancia de Madrid,12 months,null,"[""Spanish""]",Madrid,Spain,"[""Online""]","""18 Feb 2022""","[""Part-time""]",5460,EUR
Administration-Studies,Specialization in Human Talent Management,Pedagogical and Technological University of Colombia (Universidad Pedag\u00f3gica y Tecnol\u00f3gica de Colombia (UPTC)),null,null,"[""Spanish (Colombia)""]",Tunja,Colombia,"[""Campus""]",null,[],null,null
Administration-Studies,Master of Business Administration with a specialty in Human Resources,National University College,null,null,"[""Spanish""]",Bayamón Pueblo,Puerto Rico,"[""Campus""]",null,[],null,null
Administration-Studies,MSc Human Resource Management,Sheffield University Management School,12 months,null,"[""English""]",Sheffield,United Kingdom,"[""Campus""]",null,"[""Full-time""]",11650,GBP
Administration-Studies,Master of Science in Logistics,Molde University College,2 years,null,"[""English""]",Molde,Norway,"[""Campus""]",null,"[""Full-time""]",745,NOK
Administration-Studies,Master of Public Administration (MPA),Kentucky State University,null,null,"[""English""]",Frankfort,USA,"[""Campus""]",null,[],null,null
Administration-Studies,MS in Human Resource,University of Central Florida,null,null,"[""English""]",Orlando,USA,[],null,[],null,null
Administration-Studies,Online MS Human Resource Management,"Krannert School of Management, Purdue University",1&nbsp;-&nbsp;2 years,https://www.krannert.purdue.edu/masters/mshrm/home.php,"[""English""]",West Lafayette,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",30564,USD
Administration-Studies,Master in Psychology and Human Resource Development,Universidade Cat\u00f3lica Portuguesa \u2013 Porto,2 years,null,"[""Portuguese""]",Porto,Portugal,"[""Campus""]",null,"[""Part-time""]",9360,EUR
Administration-Studies,Master in Innovative Didactics,Autonomous University of Chiriqu\u00ed (Universidad Aut\u00f3noma de Chiriqu\u00ed (UNACHI)),null,null,"[""Spanish""]",David,Panama,"[""Campus""]",null,[],null,null
Administration-Studies,Master of Public Affairs,University of Missouri Truman School of Public Affairs,null,https://cashiers.missouri.edu/cost/,"[""English""]",Columbia,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Administration-Studies,Master in Management and Team Management,ENEB,18 months,null,"[""Spanish""]",Barcelona,Spain,"[""Online""]",null,"[""Full-time""]",7200,EUR
Administration-Studies,Master in Logistics and Supply Chain Management,"University of Luxembourg, Faculty of Law, Economics and Finance",10 months,null,"[""English""]",Luxembourg City,Luxembourg,"[""Campus""]",null,"[""Full-time""]",24000,EUR
Administration-Studies,Master of Public Administration (MPA),Aurora University Online,1&nbsp;-&nbsp;2 years,null,"[""English""]",Aurora,USA,"[""Online""]",null,"[""Full-time"",""Part-time""]",20340,USD
Administration-Studies,Master's Degree in Human Resources (Spanish),University of Deusto: Deusto Business School,12 months,null,"[""Spanish""]",Bilbao,Spain,"[""Campus""]",null,"[""Full-time""]",15480,EUR
Administration-Studies,MSc International Logistics and Port Management,EM Normandie Business School,15 months,null,"[""English""]",Le Havre,France,"[""Campus""]",null,"[""Full-time""]",12500,EUR
Administration-Studies,Management and international business - business faculty,Universidad Privada De Ciencias Aplicadas,null,null,"[""Spanish""]",Lima,Peru,"[""Campus""]",null,"[""Full-time""]",null,null
Administration-Studies,State Owned Enterprise Administration Program,Cambridge Graduate University,null,null,[],Cambridge,USA,"[""Campus""]",null,[],null,null
Administration-Studies,MSc International Shipping,University of Plymouth,1 year,null,"[""English""]",Plymouth,United Kingdom,"[""Campus""]",null,"[""Full-time""]",15700,GBP
Administration-Studies,MA Human Resource Management,Keele University,1 year,null,"[""English""]",Keele,United Kingdom,"[""Campus""]",null,"[""Full-time""]",9500,GBP
Administration-Studies,Master of Science in Human Factors,Embry-Riddle Aeronautical University,2 years,http://daytonabeach.erau.edu/college-arts-sciences/human-factors/,"[""English""]",Daytona Beach,USA,"[""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",1563,USD
Administration-Studies,Online Master in Human Resources Management,Rome Business School,1 year,null,"[""English""]",Rome,Italy,"[""Online""]",null,"[""Part-time""]",6200,EUR
Administration-Studies,MSc International Logistics and Supply Chain Management,University of Plymouth,1 year,null,"[""English""]",Plymouth,United Kingdom,"[""Campus""]",null,"[""Full-time""]",15700,GBP
Administration-Studies,Online Master of Science in Human Services,Touro University Worldwide,1 year,null,"[""English""]",Los Alamitos,USA,"[""Online""]",null,"[""Part-time""]",500,USD
Administration-Studies,HUMAN RESOURCE DEVELOPMENT (MS),Barry University Adrian Dominican School of Education,null,null,"[""English""]",Miami Shores,USA,"[""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Administration-Studies,MSc in Logistics: Logistic Systems,Poznan University of Technology,3 semesters,null,"[""English""]",Poznań,Poland,"[""Campus""]","""30 Nov 2021""","[""Full-time""]",1600,EUR
Administration-Studies,Master in Logistics and Supply Chain Management,Instituto Europeo de Posgrado -  Espa\u00f1a,1500 hours,null,"[""Spanish""]",Spain Online,Spain,"[""Online""]",null,"[""Part-time""]",4709,EUR
Administration-Studies,Master of Public Administration Program Department of Public Administration,\u0e21\u0e2b\u0e32\u0e27\u0e34\u0e17\u0e22\u0e32\u0e25\u0e31\u0e22\u0e23\u0e32\u0e0a\u0e20\u0e31\u0e0f\u0e1e\u0e23\u0e30\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e2d\u0e22\u0e38\u0e18\u0e22\u0e32,null,null,"[""Thai""]",Pratu Chai Sub-district,Thailand,"[""Campus""]",null,[],null,null
Administration-Studies,MASTER OF PUBLIC ADMINISTRATION,Columbia University School of International and Public Affairs (SIPA),null,null,"[""English""]",New York,USA,[],null,[],null,null
Administration-Studies,Master in Direction and Management of Human Resources - RR. H H.,Centro De Estudios Financieros CEF,12 months,null,"[""Spanish""]",Madrid,Spain,"[""Campus""]",null,"[""Full-time"",""Part-time""]",7990,EUR
Administration-Studies,Master in Arts Management and Administration - MAMA,SDA Bocconi,1 year,null,"[""English""]",Milan,Italy,"[""Campus""]","""16 Jun 2022""","[""Full-time""]",28000,EUR
Administration-Studies,MSc Logistics and Supply Chain Management,University of Hull,1&nbsp;-&nbsp;2 years,null,"[""English""]",Hull,United Kingdom,"[""Campus""]","""01 Aug 2022""","[""Full-time"",""Part-time""]",9600,GBP
Administration-Studies,Master's degree in management and labor management,Universidade da Coru\u00f1a,1 year,null,"[""Spanish""]",Ferrol,Spain,"[""Campus""]",null,"[""Full-time""]",1034,EUR
Administration-Studies,MA In International Logistics Management (without thesis),Yasar University,18 months,null,"[""English""]",Izmir,Turkey,"[""Campus""]",null,"[""Full-time""]",6500,USD
Administration-Studies,Master in Logistics Management,Instituto S\u00e9neca - Centro Internacional de Postgrado,1 year,null,"[""Spanish (Spain)""]",Madrid,Spain,"[""Online""]",null,[],1850,EUR
Administration-Studies,Master's program in Maritime Business Administration and Logistics,Metropolitan University of Science and Technology (Universidad Metropolitana de Ciencia y Tecnolog\u00eda (UMECIT)),null,null,"[""Spanish""]",Panama City,Panama,"[""Campus""]",null,[],null,null
Administration-Studies,Master of Nonprofit Administration,University of Notre Dame Mendoza College of Business,null,null,"[""English""]",Notre Dame,USA,"[""Campus""]",null,[],null,null
Administration-Studies,Master in Political Science,University of Wroclaw,2 years,http://www.politologia.uni.wroc.pl/index.php/en/studies/master-in-political-science-in-english,"[""English""]",Wrocław,Poland,"[""Campus""]",null,"[""Full-time""]",null,null
Administration-Studies,Master of Human Resource Development,HELP University,18&nbsp;-&nbsp;24 months,null,"[""English""]",Kuala Lumpur,Malaysia,"[""Campus""]",null,"[""Full-time""]",38000,MYR
Administration-Studies,"Master in Logistics, Purchasing and Transportation",UNADE American University of Europe (Universidad Americana De Europa),null,null,"[""Spanish (Mexican)""]",Cancún,Mexico,"[""Campus""]",null,[],null,null
Administration-Studies,Master of Health Administration (MHA),Texas A&M University School of Public Health,null,null,"[""English""]",College Station,USA,[],null,[],null,null
Administration-Studies,MSc Global Supply Chain and Logistics Management,University of Sussex Business School,1 year,null,"[""English""]",Brighton,United Kingdom,"[""Campus""]",null,"[""Full-time""]",12450,GBP
Administration-Studies,Master in Human Resources Digitization: HR & People Analytics- Blended,IMF Smart Education,1 year,null,"[""Spanish""]",Madrid,Spain,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",12000,EUR
Administration-Studies,Graduate Diploma / MSc in Management of Operations,Dublin City University | DCU Connected - Excellence in Online Education,2 years,null,"[""English""]",Dublin,Ireland,"[""Online""]",null,"[""Part-time""]",null,null
Administration-Studies,MSc in Logistics and Supply Chain Management,University of Hull Online,2 years,https://online.hull.ac.uk/online-msc-in-logistics?utm_campaign=EduPortals&utm_source=Master%20Studies&utm_medium=CourseProfile&utm_term=CTA&utm_content=Logistics,"[""English""]",Hull,United Kingdom,"[""Online""]",null,"[""Part-time""]",10300,GBP
Administration-Studies,Professional Master in Human Resources Management,Rome Business School,1 year,null,"[""English""]",Rome,Italy,"[""Online""]",null,"[""Part-time""]",4500,EUR
Administration-Studies,MSc in Human Resources Management,Holy Family University,6 semesters,null,[],Philadelphia,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Administration-Studies,Master of Public Administration,St Cloud State University,2 years,null,"[""English""]",St. Cloud,USA,"[""Campus"",""Online""]",null,"[""Full-time""]",8890,USD
Administration-Studies,Master of Nonprofit Administration,"The University of Notre Dame, Mendoza College of Business",14&nbsp;-&nbsp;48 months,null,[],Notre Dame,USA,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Part-time""]",40000,USD
Administration-Studies,MCom/MPhil in Employment Relations (RD),University of Johannesburg,1&nbsp;-&nbsp;3 years,null,"[""English""]",Johannesburg,South Africa,"[""Campus""]",null,"[""Full-time"",""Part-time""]",3500,USD
Administration-Studies,Master in Government and Public Administration,Universidad Complutense de Madrid,2 semesters,https://www.ucm.es/estudios/master-gobiernoyadministracionpublica,"[""Spanish""]",Madrid,Spain,"[""Campus""]","""15 Feb 2022""","[""Full-time"",""Part-time""]",45,EUR
Administration-Studies,Master in Public Policies and Administration,Free University of Bozen-Bolzano,2 years,null,"[""English"",""Italian"",""German""]",Bolzano,Italy,"[""Campus""]","""28 Apr 2022""","[""Full-time""]",750,EUR
Administration-Studies,Professional master's degree in international trade and logistics management,INEAF Business School,750 hours,null,"[""Spanish""]",Spain Online,Spain,"[""Online""]",null,"[""Part-time""]",1795,EUR
Administration-Studies,Master of Public Administration MPA,Metropolitan State University Saint Paul,null,null,"[""English""]",Saint Paul,USA,[],null,[],null,null
Administration-Studies,Master of Public Administration,Cornell University,null,null,"[""English""]",Ithaca,USA,[],null,[],null,null
Administration-Studies,SAP Master S / 4HANA Sourcing and Procurement,UADIN Business School,null,null,"[""Spanish""]",Spain Online,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Administration-Studies,Master in High Performance for Managers in Human Resources,Inenka Business School,null,null,"[""Spanish (Spain)""]",León,Spain,"[""Online""]",null,[],null,null
Administration-Studies,Master of Business Administration - Human Resource Management Concentration,Winthrop University,null,null,"[""English""]",Rock Hill,USA,[],null,[],null,null
