field,name,university,duration,url,language,city,country,mode,deadline,pace,tution_amount,tution_currency
Design-Studies,MA in Design & Innovation,Brand University of Applied Sciences,3 semesters,null,"[""English""]",Hamburg,Germany,"[""Campus""]",null,"[""Full-time""]",21670,EUR
Design-Studies,Master of Design Studies,Izmir University of Economics,2 years,null,"[""English""]",Izmir,Turkey,"[""Campus""]",null,"[""Full-time""]",8500,USD
Design-Studies,Master in Design,London School of Design and Marketing (PT),12 months,null,"[""Portuguese"",""English"",""Spanish"",""Portuguese (Brazil)"",""Portuguese (Portugal)""]",London,United Kingdom,"[""Online""]",null,"[""Full-time""]",4750,GBP
Design-Studies,MSc in Cyberpsychology,"Dun Laoghaire Institute of Art, Design and Technology [IADT]",2 years,null,[],Dublin,Ireland,"[""Campus""]",null,"[""Part-time""]",4000,EUR
Design-Studies,MFA in Advanced Product Design,Ume\u00e5 Institute of Design - Ume\u00e5 University,2 years,null,"[""English""]",Umeå,Sweden,"[""Campus""]","""15 Jan 2022""","[""Full-time""]",null,null
Design-Studies,MA in Interiors,Manchester Metropolitan University,1&nbsp;-&nbsp;3 years,null,"[""English""]",Manchester,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Design-Studies,Master in Design,University Of Seoul,null,null,"[""Korean""]",Dongdaemun-gu,South Korea,"[""Campus""]",null,[],null,null
Design-Studies,Master in Product Design and Development,Universidad Aut\u00f3noma de Ciudad Ju\u00e1rez,null,null,"[""Spanish (Mexican)""]",8503,Mexico,"[""Campus""]",null,[],null,null
Design-Studies,Master of Fine Arts (MFA) in Interior Architecture & Design,Academy of Art University,6 semesters,null,"[""English""]",San Francisco,USA,"[""Campus"",""Online""]",null,"[""Full-time""]",1137,USD
Design-Studies,"Masters - graphic and interactive design: identity, editorial and web",Idep Barcelona,1 year,null,"[""Spanish""]",Barcelona,Spain,"[""Campus""]",null,"[""Full-time""]",null,null
Design-Studies,Doble Master at Sculpting Extreme and Ilustration Concept-Art,Universal Arts School,2 years,null,"[""Spanish""]",Los Angeles,USA,"[""Campus"",""Online""]",null,"[""Full-time""]",null,null
Design-Studies,SPECIALIZATION IN DIGITAL INTERACTIVE DESIGN,Corporate School of Arts and Letters   (Corporaci\u00f3n Escuela de Artes y Letras),null,null,"[""Spanish (Colombia)""]",Bogotá,Colombia,"[""Campus""]",null,[],null,null
Design-Studies,MFA Graphic Design Program,Otis College Of Art And Design,null,null,"[""English""]",Los Angeles,USA,"[""Campus""]",null,[],null,null
Design-Studies,Master of Furniture Design,The Florence Institute of Design International,1 year,null,"[""English""]",Florence,Italy,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master European and International Private Banking (M2 EIPB),IAE Nice Graduate School of Management,370 hours,null,"[""English""]",Nice,France,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,MASTER'S DEGREE IN SUPERIOR ACCOUNTING AND AUDITING,Universidad Nacional De Catamarca,null,null,"[""Spanish (Argentina)""]",Catamarca,Argentina,"[""Campus""]",null,[],null,null
Economic-Studies,M.Sc. in Economics,Vrije Universiteit Amsterdam,1 year,null,"[""English""]",Amsterdam,Netherlands,"[""Campus""]",null,"[""Full-time""]",1084,EUR
Economic-Studies,Master of Arts in Economics,University of South Carolina Darla Moore School of Business,3 semesters,null,[],Columbia,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,MSc in Regional and Environmental Economics,Corvinus University of Budapest,4 semesters,null,"[""English""]",Budapest,Hungary,"[""Campus""]",null,"[""Full-time""]",2400,EUR
Economic-Studies,MSc in International Banking and Finance,Swansea University,1 year,null,"[""English""]",Swansea,United Kingdom,"[""Campus""]",null,"[""Full-time""]",18900,GBP
Economic-Studies,Master of Environmental Policy,Duke Kunshan University,2 years,null,"[""English""]",Kunshan,China,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master in Finance (MSc),EBS Universit\u00e4t,16&nbsp;-&nbsp;20 months,null,"[""English""]",Oestrich-Winkel,Germany,"[""Campus""]",null,"[""Full-time""]",26040,EUR
Economic-Studies,Master of Science in Finance and Economics,University of Milan,2 years,http://www.mef.unimi.it/for-students/current-students/laboratories-and-special-courses/,"[""English""]",Milan,Italy,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,"MASTER of ACCOUNTING, CONTROL and AUDIT",University Of Limoges,0&nbsp;-&nbsp;2 years,null,"[""French""]",Limoges,France,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,MSc Financial Economics,"Birmingham Business School, University of Birmingham",1 year,null,"[""English""]",Birmingham,United Kingdom,"[""Campus""]","""01 Jul 2022""","[""Full-time""]",15210,GBP
Economic-Studies,Master of Finance,Universidad Austral,15 months,null,"[""Spanish""]",Pilar,Argentina,"[""Campus"",""Online""]",null,"[""Full-time""]",null,null
Economic-Studies,Master of Statistics,Australian National University College of Business and Economics,null,null,"[""English""]",Acton,Australia,"[""Campus""]",null,[],null,null
Economic-Studies,MSc in Banking and International Finance,"University of Leicester, School of Business",1 year,null,"[""English""]",Leicester,United Kingdom,"[""Campus""]",null,"[""Full-time""]",7500,GBP
Economic-Studies,MSc in Financial Risk Management,Trinity College Dublin - Business School,12 months,null,"[""English""]",Dublin,Ireland,"[""Campus""]","""30 Jun 2022""","[""Full-time""]",18600,EUR
Economic-Studies,MS in Statistical Practice,Boston University Graduate School of Arts & Sciences,2 semesters,null,"[""English""]",Boston,USA,"[""Campus""]","""15 Mar 2022""","[""Full-time""]",29280,USD
Economic-Studies,MA in Economics,San Diego State University,2 years,null,"[""English""]",San Diego,USA,"[""Campus""]",null,"[""Full-time""]",9154,USD
Economic-Studies,Master in Finance,National University Of Rosario (Universidad Nacional Del Rosario),null,null,"[""Spanish (Argentina)""]",Rosario,Argentina,"[""Campus""]",null,[],null,null
Economic-Studies,"Master in Administration, Finance and Control",Italian University Line \u2013 IUL,null,null,"[""Italian""]",Florence,Italy,"[""Campus""]",null,[],null,null
Economic-Studies,M.A. in Economics,Middle Tennessee State University Jennings A. Jones College of Business,null,null,"[""English""]",Murfreesboro,USA,"[""Campus""]",null,[],null,null
Economic-Studies,MSc in Finance,Trinity College Dublin - Business School,12 months,null,"[""English""]",Dublin,Ireland,"[""Campus""]","""30 Jun 2022""","[""Full-time""]",18600,EUR
Economic-Studies,UK-China Master of Finance,Peking University HSBC Business School (PHBS),2 years,null,"[""English""]",Shenzhen,China,"[""Campus""]","""15 Apr 2022""","[""Full-time""]",13000,GBP
Economic-Studies,MSc Management and Finance,Aberystwyth University Business School,1 year,null,"[""English""]",Aberystwyth,United Kingdom,"[""Campus""]",null,"[""Full-time""]",6475,GBP
Economic-Studies,"MSc in Banking, Finance and FinTech",EM Normandie Business School,15 months,null,"[""English""]",Oxford,United Kingdom,"[""Campus""]",null,"[""Full-time""]",13500,EUR
Economic-Studies,MSc in Strategic Finance,International Business School - Budapest,12 months,null,"[""English""]",Budapest,Hungary,"[""Campus""]",null,"[""Full-time""]",4700,EUR
Economic-Studies,Master of Science in Digital Financial Technology,National University of Singapore,18 months,null,"[""English""]",Singapore,Singapore,"[""Campus""]",null,"[""Full-time""]",58000,SGD
Economic-Studies,MSc International Finance and Development,SOAS University of London,1&nbsp;-&nbsp;2 years,null,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",12720,GBP
Economic-Studies,Master's in Planning,University of Puerto Rico - R\u00edo Piedras,1 year,null,"[""Spanish""]",San Juan,Puerto Rico,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,MSc Finance and Marketing,University of Exeter Business School,9&nbsp;-&nbsp;12 months,null,"[""English""]",Exeter,United Kingdom,"[""Campus""]",null,"[""Full-time""]",14500,GBP
Economic-Studies,Master of Accounting,Free University of Colombia,null,null,"[""Spanish (Colombia)""]",Bogotá,Colombia,"[""Campus""]",null,[],null,null
Economic-Studies,M.S. ACCOUNTING ONLINE,Clarion University of Pennsylvania,null,null,"[""English""]",Clarion,USA,[],null,[],null,null
Economic-Studies,MSc in Accountancy and Financial Management (Top-up),University of Bolton - Online Studies,2 semesters,null,"[""English""]",London,United Kingdom,"[""Online""]",null,"[""Full-time""]",4500,GBP
Economic-Studies,MSc International Finance Management,SOAS University of London,1&nbsp;-&nbsp;3 years,null,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",13720,GBP
Economic-Studies,Master of Science in Applied Finance (MAF),Singapore Management University,12&nbsp;-&nbsp;18 months,null,"[""English""]",Singapore,Singapore,"[""Campus""]",null,"[""Full-time"",""Part-time""]",41512,SGD
Economic-Studies,Executive Master in Risk Compliance & Internal Controls,European School of Banking Management,7 months,null,"[""Italian""]",Milan,Italy,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Part-time""]",null,null
Economic-Studies,"Economics, Internal Control and Audit, Master's",Surgut State University,24&nbsp;-&nbsp;30 months,null,"[""Russian""]",Surgut,Russia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master of Finance in Financial Technology,HKU Business School,1&nbsp;-&nbsp;2 years,null,"[""English""]",Telegraph Bay,Hong Kong,"[""Campus""]",null,"[""Full-time""]",420000,HKD
Economic-Studies,MSc Risk and Investment Management,Queen's University Belfast,1 year,null,"[""English""]",Belfast,United Kingdom,"[""Campus""]",null,"[""Full-time""]",20500,GBP
Economic-Studies,UK-China Master of Management,Peking University HSBC Business School (PHBS),2 years,null,"[""English""]",Shenzhen,China,"[""Campus""]","""15 Apr 2022""","[""Full-time""]",13000,GBP
Economic-Studies,Online MSc Financial Services Management - University of Salford (UK),Robert Kennedy College,1&nbsp;-&nbsp;3 years,null,"[""English""]",Salford,United Kingdom,"[""Online""]",null,"[""Full-time"",""Part-time""]",15000,CHF
Economic-Studies,Master of Science in Applied Economics,"Johns Hopkins University, Advanced Academic Programs",1&nbsp;-&nbsp;2 years,null,"[""English""]",Washington,USA,"[""Online""]",null,"[""Part-time""]",null,null
Economic-Studies,MA in International Political Economy,University of Groningen,1 year,null,"[""English""]",Groningen,Netherlands,"[""Campus""]","""01 May 2022""","[""Full-time""]",2168,EUR
Economic-Studies,Masters of Science in Accountancy,California State Polytechnic University Pomona College of Business Administration,null,null,"[""English""]",Pomona,USA,[],null,[],null,null
Economic-Studies,Master of Arts (MA) in Banking and Finance,University of Zurich Faculty of Economics,2 years,null,[],Zürich,Switzerland,"[""Campus""]",null,"[""Full-time"",""Part-time""]",700,CHF
Economic-Studies,Master of Actuarial and Financial Engineering (Leuven),KU Leuven,1 year,http://www.kuleuven.be/onlineopendays,"[""English""]",Leuven,Belgium,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,MSc in Applied Accounting & Finance (MScAAF),Hong Kong Baptist University (HKBU) School of Business,1 year,null,"[""English""]",Kowloon Tong,Hong Kong,"[""Campus""]","""24 Jul 2022""","[""Full-time"",""Part-time""]",220000,HKD
Economic-Studies,Master of Accountancy,Stetson University,null,null,"[""English""]",DeLand,USA,"[""Online""]",null,[],null,null
Economic-Studies,Master of Leadership in Sustainable Finance - Online,Frankfurt School of Finance & Management - Sustainable World Academy,18&nbsp;-&nbsp;24 months,null,"[""English""]",Frankfurt,Germany,"[""Online""]","""31 Jul 2022""","[""Part-time""]",17500,EUR
Economic-Studies,Economics for Smart Cities and Climate Policy Master,\u00c9cole Polytechnique,2 years,https://programmes.polytechnique.edu/en/master/master-of-science-technology-msct-programs/msct-webinars?utm_source=Keystone&utm_medium=referral&utm_campaign=Profile,"[""English""]",Palaiseau,France,"[""Campus""]","""02 Dec 2021""","[""Full-time""]",13000,EUR
Economic-Studies,MSc in Finance,National University of Singapore Business School,16 months,null,"[""English""]",Singapore,Singapore,"[""Campus""]",null,"[""Full-time""]",60000,SGD
Economic-Studies,Online MSc in Applied Economics (Banking and Financial Markets),University of Bath Online,30 months,https://landing.online.bath.ac.uk/msaebf?utm_source=I-%20Masterstudies&utm_medium=Listing&utm_campaign=Listing_ms_ae///,"[""English""]",Bath,United Kingdom,"[""Online""]","""01 Jan 2022""","[""Part-time""]",722,GBP
Economic-Studies,Master of Finance,ITAM - Instituto Tecnol\u00f3gico Aut\u00f3nomo de M\u00e9xico Business School,null,null,"[""Spanish (Mexican)""]",Mexico City,Mexico,"[""Campus""]",null,[],null,null
Economic-Studies,MSc in Finance and Management,Heriot-Watt University Dubai,1&nbsp;-&nbsp;2 years,null,"[""English""]",Academic City,United Arab Emirates,"[""Campus""]",null,"[""Full-time"",""Part-time""]",78750, AED
Economic-Studies,"International Masters in Economy, State and Society (IMESS)","Faculty of Social Sciences, Charles University (FSV UK)",2 years,null,"[""English""]",Prague,Czech Republic,"[""Campus""]","""31 Mar 2022""","[""Full-time""]",9000,EUR
Economic-Studies,Master in Accounting,Lincoln University of Missouri School of Business,null,null,"[""English""]",Jefferson City,USA,"[""Campus""]",null,[],null,null
Economic-Studies,MSc Finance and Risk Management,University of Stirling,12 months,null,"[""English""]",Stirling,United Kingdom,"[""Campus""]",null,"[""Full-time""]",8500,GBP
Economic-Studies,Master of Accounting and Financial Management,La Trobe University,2 years,null,"[""English""]",Melbourne,Australia,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,MASTER OF FINANCIAL ADMINISTRATION,Education and Cultural Development of Monterrey (Educaci\u00f3n y Desarrollo Cultural de Monterrey),null,null,"[""Spanish (Mexican)""]",Monterrey,Mexico,"[""Campus""]",null,[],null,null
Economic-Studies,MSc International Banking and Investment,Leeds Beckett University,1&nbsp;-&nbsp;2 years,null,"[""English""]",Leeds,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",7500,GBP
Economic-Studies,Masters in Economics,University Corporation of the Huila Region,null,null,"[""Spanish (Colombia)""]",Neiva,Colombia,"[""Campus""]",null,[],null,null
Economic-Studies,Master - Financial management,Vladivostok State University of Economics and Service,2 years,null,[],Vladivostok,Russia,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master's of Science in Taxation (MST),University Of Seoul,null,null,"[""Korean""]",Dongdaemun-gu,South Korea,"[""Campus""]",null,[],null,null
Economic-Studies,MSc Finance & Investments,Rotterdam School of Management | Erasmus University,12 months,null,"[""English""]",Rotterdam,Netherlands,"[""Campus""]","""15 Dec 2021""","[""Full-time""]",2143,EUR
Economic-Studies,MSc in Civil Engineering for Risk Mitigation,Politecnico di Milano,2 years,null,"[""English""]",Lecco,Italy,"[""Campus""]",null,"[""Full-time""]",3898,EUR
Economic-Studies,Master of Arts in Teaching Mathematics,Providence College School of Professional Studies,null,null,[],Providence,USA,"[""Campus""]",null,[],null,null
Economic-Studies,MSc in Sustainable Finance,Kedge Business School,1 year,null,"[""English""]",Paris,France,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master in Economics,Pskov State University,2 years,null,"[""English""]",Pskov,Russia,"[""Campus"",""Online""]",null,"[""Full-time""]",161400,RUB
Economic-Studies,Master in Global Economy,Aichi University,null,null,"[""Japanese""]",Toyohashi,Japan,"[""Campus""]",null,[],null,null
Economic-Studies,Master of International Management (with a specialization in International Finance),Geneva Business School,3 semesters,https://programs.gbsge.com/masters-degree-international-finance?utm_source=Master%20Studies&utm_medium=Profile&utm_campaign=MIM_InternationalFinance_page,"[""English""]",Geneva,Switzerland,"[""Campus""]","""31 Jan 2022""","[""Part-time""]",5450,EUR
Economic-Studies,Master in Auditing and Accounting,BCSM - Business Consulting School of Management,11 months,null,"[""Spanish""]",Madrid,Spain,"[""Campus""]",null,"[""Full-time""]",9950,EUR
Economic-Studies,Master's Degree in Markets and Financial Intermediaries,University of Macerata,2 years,null,"[""English""]",Macerata,Italy,"[""Campus""]",null,"[""Full-time""]",786,EUR
Economic-Studies,MSc Economics (MSE),Singapore Management University,1&nbsp;-&nbsp;2 years,null,"[""English""]",Singapore,Singapore,"[""Campus""]",null,"[""Full-time"",""Part-time""]",36380,SGD
Economic-Studies,Master's Degree in Actuarial and Financial Sciences,Universidad Complutense de Madrid,4 semesters,https://www.ucm.es/master-actuarial-y-finanza,"[""Spanish""]",Madrid,Spain,"[""Campus""]","""15 Feb 2022""","[""Full-time"",""Part-time""]",45,EUR
Economic-Studies,MSc in Accounting and Finance,University of Edinburgh Business School,1 year,null,"[""English""]",Edinburgh,United Kingdom,"[""Campus""]","""08 Jun 2022""","[""Full-time""]",25100,GBP
Economic-Studies,MS in Accounting,University Of Massachusetts Dartmouth,null,null,"[""English""]",Dartmouth,USA,"[""Campus""]",null,[],null,null
Economic-Studies,"Business Informatics, Enterprise Architecture, Master's",University of Management (TISBI),0&nbsp;-&nbsp;2 years,null,"[""Russian""]",Kazan,Russia,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,MSc Finance (Financial Sector Management) (Online),SOAS University of London,2&nbsp;-&nbsp;5 years,null,"[""English""]",London,United Kingdom,"[""Online""]",null,"[""Full-time"",""Part-time""]",10500,GBP
Economic-Studies,MSc Financial Analysis and Fund Management,University of Exeter Business School,1 year,null,"[""English""]",Exeter,United Kingdom,"[""Campus""]",null,"[""Full-time""]",14800,GBP
Economic-Studies,MSc Finance (Banking) (Online),SOAS University of London,2&nbsp;-&nbsp;5 years,null,"[""English""]",London,United Kingdom,"[""Online""]",null,"[""Full-time"",""Part-time""]",10500,GBP
Economic-Studies,Master of Science in Finance,Cat\u00f3lica-Lisbon - Graduate School,3&nbsp;-&nbsp;4 semesters,null,"[""English""]",Lisbon,Portugal,"[""Campus""]",null,"[""Full-time""]",13900,EUR
Economic-Studies,MS in Forensic Accounting,University at Albany SUNY School of Business,null,null,"[""English""]",Albany,USA,"[""Campus""]",null,[],null,null
Economic-Studies,Master of Accounting,University of Alabama at Birmingham Collat School of Business,null,null,"[""English""]",Birmingham,USA,"[""Campus"",""Online""]",null,[],null,null
Economic-Studies,Master of Accounting-Forensic Accounting,Norwich University Online,15&nbsp;-&nbsp;21 months,null,"[""English""]",Northfield,USA,"[""Online""]",null,"[""Part-time""]",null,null
Economic-Studies,Master in Global Economics,United International Business Schools,9&nbsp;-&nbsp;36 months,http://events.uibs.org/category/upcoming-webinars/,"[""English""]",Zürich,Switzerland,"[""Online & Campus Combined"",""Campus"",""Online""]",null,"[""Full-time"",""Part-time""]",11700,EUR
Economic-Studies,Master in Digital Risk Management and Cybersecurity,EALDE Business School,12 months,null,"[""Spanish (Spain)""]",Community of Madrid,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master of Arts in International Political Economy (MAIPE),"Peter F. Drucker and Masatoshi Ito Graduate School of Management, Claremont Graduate University",null,null,[],Claremont,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,"Master of Arts (MA) in Psychology Focusing on Organization – Transformation Processes in Work, Society and Environment",International Psychoanalytic University Berlin,2 years,null,"[""English""]",Berlin,Germany,"[""Campus""]",null,"[""Full-time""]",5900,EUR
Economic-Studies,Finance and Banking Specialization,U University Corporation of Colombia,null,null,"[""Spanish (Colombia)""]",Medellín,Colombia,"[""Campus""]",null,[],null,null
Economic-Studies,Masters of Islamic Business Administration,The American Open University,null,null,"[""English"",""Arabic""]",Alexandria,USA,[],null,[],null,null
Economic-Studies,MSc in Econometrics and Management Science – Specialisation Business Analytics and Quantitative Marketing,Erasmus School of Economics - Erasmus University Rotterdam,1 year,https://www.eur.nl/en/master/business-analytics-and-quantitative-marketing?utm_source=keystone&utm_medium=portal&utm_campaign=2020,"[""English""]",Rotterdam,Netherlands,"[""Campus""]",null,"[""Full-time""]",2168,EUR
Economic-Studies,Master in Statistical Sciences,University of Bologna,2 years,https://www.unibo.it/en/university/covid-19-The-measures-adopted-by-the-University-of-Bologna/covid-misure-universita-di-bologna/?utm_source=Keystone&utm_campaign=Keystone&utm_medium=KeystoneListing,"[""English""]",Bologna,Italy,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,MSc Finance,University of Bath,1 year,null,"[""English""]",Claverton Down,United Kingdom,"[""Campus""]",null,"[""Full-time""]",18000,GBP
Economic-Studies,Master of Science in International Financial Analysis,J\u00f6nk\u00f6ping University,1 year,null,"[""English""]",Jönköping,Sweden,"[""Campus""]",null,"[""Full-time""]",120000,SEK
Economic-Studies,Master in Audit & Corporate Finance,ESDES Lyon Business School,2 years,null,"[""French""]",Lyon,France,"[""Campus""]",null,"[""Full-time""]",10690,EUR
Economic-Studies,Master of Professional Accounting,RMIT - Royal Melbourne Institute of Technology,18&nbsp;-&nbsp;24 months,https://www.rmit.edu.au/online-enabled-study,"[""English""]",Melbourne,Australia,"[""Campus"",""Online""]",null,"[""Full-time""]",27840,AUD
Economic-Studies,Master of Accountancy (MAcc),University of North Alabama College of Business,null,null,"[""English""]",Florence,USA,"[""Campus""]",null,[],null,null
Economic-Studies,"Online Master of Science in Financial Management, Digital Banking and Internet Finance",GBSB Global Business School - Online programs,9 months,https://www.global-business-school.org/info/program_description/masters-degree-programs/master-digital-financial-management-online/?utm_source=masterstudies&utm_medium=profile&utm_campaign=portals&utm_content=msc-financial-management-online,"[""English""]",Spain Online,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",13490,EUR
Economic-Studies,Master in Mathematical Statistics,Ume\u00e5 University - Faculty of Science and Technology,2 years,https://www.umu.se/en/education/master/masters-programme-in-mathematical-statistics/,"[""English""]",Umeå,Sweden,"[""Campus""]","""17 Jan 2022""","[""Full-time""]",142800,SEK
Economic-Studies,Master in Management of Banking Entities and Financial Institutions,Escuela de Negocios Alto Nivel - Universidad Panamericana de Guatemala,null,null,"[""Spanish""]",Guatemala City,Guatemala,"[""Online""]",null,"[""Part-time""]",null,null
Economic-Studies,Master's Programme in Circular Economy,LUT University,2 years,null,"[""English""]",Lahti,Finland,"[""Campus""]","""31 May 2022""","[""Full-time""]",13500,EUR
Economic-Studies,MSc in Applied Economics,Georgia Southern University,2 years,http://cogs.georgiasouthern.edu/admission/msa/,"[""English""]",Statesboro,USA,"[""Online""]",null,"[""Full-time""]",9406,USD
Economic-Studies,Online Master of Business Analytics,HSE University,2 years,null,"[""English""]",Moscow,Russia,"[""Online""]","""15 Aug 2022""","[""Full-time""]",640000,RUB
Economic-Studies,MCom in Economics,University of Johannesburg,2 years,null,"[""English""]",Johannesburg,South Africa,"[""Campus""]",null,"[""Full-time"",""Part-time""]",3500,USD
Economic-Studies,MSc in Economics,University of Bayreuth,4 semesters,null,"[""English"",""German""]",Bayreuth,Germany,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,MS in Finance & Analytics,Leavey School of Business,10&nbsp;-&nbsp;24 months,null,"[""English""]",Santa Clara,USA,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master in Economics and Finance,Universidad Arturo Prat,4 semesters,null,"[""Spanish""]",Santiago,Chile,"[""Online""]",null,"[""Full-time""]",6890,USD
Economic-Studies,MSc in Accounting,National University of Singapore Business School,12 months,null,"[""English""]",Singapore,Singapore,"[""Campus""]",null,"[""Full-time""]",60000,SGD
Economic-Studies,Master in Economics,ISCTE Business School \u2013 Instituto Universit\u00e1rio de Lisboa,2 years,null,"[""English""]",Lisbon,Portugal,"[""Campus""]",null,"[""Full-time""]",4500,EUR
Economic-Studies,Executive Master in Risk Management,EALDE Business School,12 months,null,"[""Spanish (Spain)""]",Community of Madrid,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master in FinTech and Financial Innovation,Three Points Digital Business School,9 months,null,"[""Spanish""]",Spain Online,Spain,"[""Online""]",null,"[""Full-time""]",7200,EUR
Economic-Studies,Master of Finance,"Case Western Reserve University, Weatherhead School of Management",9&nbsp;-&nbsp;24 months,null,"[""English""]",Cleveland,USA,"[""Campus""]",null,"[""Full-time""]",52500,USD
Economic-Studies,MPhil in Financial Technology,The Hong Kong University of Science and Technology,2 years,null,"[""English""]",Hong Kong,Hong Kong,"[""Campus""]",null,"[""Full-time""]",42100,HKD
Economic-Studies,"Finance, master",IIHEM International Institute Higher Education,0&nbsp;-&nbsp;5 years,null,"[""French (Morocco)"",""Arabic (Morocco)""]",Rabat,Morocco,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,M.A. in Economics,Youngstown State University (YSU),null,null,[],Youngstown,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master in Economics and Tourism,University of Dubrovnik,2 years,null,[],Dubrovnik,Croatia,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master of Applied Finance (Investing),University of Wollongong Faculty of Business,1 year,null,"[""English""]",North Wollongong,Australia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",47088,AUD
Economic-Studies,Master in Integrated Microfinance Management (IMM),Universitas Padjadjaran,null,null,"[""English""]",Bandung,Indonesia,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,M.Sc. with honors Finance and Information Management,Finance and Information Management,null,null,"[""English""]",Augsburg,Germany,[],null,[],null,null
Economic-Studies,Master's Degree in International and Community Taxation (virtual ed),Universidade Santiago de Compostela,1&nbsp;-&nbsp;2 years,null,"[""Spanish"",""Gallegan""]",Santiago de Compostela,Spain,"[""Online""]",null,"[""Full-time"",""Part-time""]",854,EUR
Economic-Studies,Interuniversity Master in Occupational Risk Prevention,Universidad de Murcia,1 year,null,"[""Spanish""]",Murcia,Spain,"[""Campus""]",null,"[""Full-time""]",1307,EUR
Economic-Studies,MSc in Corporate Finance with Corporate Governance,The Philips University,1&nbsp;-&nbsp;2 years,null,"[""English""]",Nicosia,Cyprus,"[""Campus""]",null,"[""Full-time"",""Part-time""]",11500,EUR
Economic-Studies,"MSc Islamic Economics, Finance and Management",Markfield Institute Of Higher Education,null,null,"[""English""]",Markfield,United Kingdom,[],null,[],null,null
Economic-Studies,Master of Philosophy in Accounting Sciences,University Of South Africa (UNISA),3&nbsp;-&nbsp;4 years,null,"[""English""]",Pretoria Central,South Africa,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Research Degrees (MPhil/PhD) in Economics,SOAS University of London,3&nbsp;-&nbsp;6 years,null,"[""English""]",London,United Kingdom,"[""Campus""]",null,"[""Full-time"",""Part-time""]",4486,GBP
Economic-Studies,MS in Accounting,University of Maryland College Park,10&nbsp;-&nbsp;16 months,null,"[""English""]",College Park,USA,"[""Campus""]","""15 Mar 2022""","[""Full-time"",""Part-time""]",49892,USD
Economic-Studies,MS in Environmental & Natural Resource Economics,University of Rhode Island College of the Environment and Life Sciences,null,null,"[""English""]",South Kingstown,USA,"[""Campus""]",null,[],null,null
Economic-Studies,MCom in Finance,University of Johannesburg,2 years,null,"[""English""]",Johannesburg,South Africa,"[""Campus""]",null,"[""Full-time"",""Part-time""]",3500,USD
Economic-Studies,Master of Mathematics and Quantitative Finance,University of Technology Sydney,0 years,null,"[""English""]",Sydney,Australia,"[""Campus""]",null,"[""Full-time"",""Part-time""]",null,null
Economic-Studies,Master of Accountancy (MAcc),Godbold Graduate School of Business,null,null,[],Boiling Springs,USA,"[""Campus""]",null,"[""Full-time""]",null,null
Economic-Studies,Master in Accounting and Business Advisory Services,Towson University - College of Business & Economics,null,null,"[""English""]",Towson,USA,"[""Campus""]",null,"[""Full-time""]",33460,USD
Economic-Studies,"Economics, focus of the program - Finance in banking, master's degree",Bryansk State University named after Petrovsky,0&nbsp;-&nbsp;30 months,null,"[""Russian""]",Bryansk,Russia,"[""Campus""]",null,"[""Part-time""]",null,null
Economic-Studies,Master in Economic and Management,Seikei University,null,null,"[""Japanese""]",Musashino,Japan,"[""Campus""]",null,[],null,null
Economic-Studies,Specialization in International Financial Reporting Standards - IFRS,University Corporation of the Coast,null,null,"[""Spanish (Colombia)""]",Colombia,Colombia,"[""Campus""]",null,[],null,null
